,PDB code,Resolution (A),Bnet
25999,3Q63,1.95,1.72837306
26000,1YRO,1.88,1.728337967
26001,3MCH,1.64,1.728307989
26002,5BSY,1.6,1.728300092
26003,4NMU,1.35,1.728260869
26004,3ODU,2.5,1.728252637
26005,5NHP,1.99,1.728249921
26006,4CRJ,2.0,1.728246959
26007,6WAX,1.5,1.728172132
26008,1GWU,1.31,1.728142886
26009,5LL7,1.4,1.728122973
26010,6GLF,2.0,1.728114827
26011,5FFN,1.8,1.728099423
26012,6TKL,1.3,1.728070811
26013,6WYQ,1.9,1.728050584
26014,3BPZ,1.65,1.728040498
26015,3VOH,2.4,1.728008531
26016,6QOK,1.48,1.727991422
26017,2IEQ,1.75,1.727977396
26018,6DWA,1.92,1.727899036
26019,2XJN,2.1,1.727862666
26020,4Z2S,1.7,1.727814335
26021,6DJK,1.85,1.727812181
26022,3HYQ,1.52,1.72776722
26023,6G1H,1.79,1.727656333
26024,3MYX,1.3,1.727616048
26025,2ZU5,1.65,1.727607666
26026,4NWC,2.01,1.727592477
26027,2DG2,2.44,1.72758319
26028,1ZAO,1.84,1.727528736
26029,3DMZ,1.8,1.727511089
26030,4WLN,2.28,1.727453335
26031,3WE0,1.9,1.727365127
26032,5QGM,1.96,1.727354663
26033,3EHJ,2.5,1.727292999
26034,5G0I,1.99,1.727232908
26035,2BJF,1.67,1.727227795
26036,2QGI,1.65,1.727140784
26037,5L09,1.99,1.727134058
26038,4CUD,1.85,1.727120253
26039,6BXY,1.82,1.727096231
26040,6RJ8,1.42,1.727045238
26041,3BUN,2.0,1.727037385
26042,3V6L,2.2,1.72700843
26043,5TGU,2.33,1.726961395
26044,1U0A,1.64,1.726944369
26045,4Q35,2.39,1.726928759
26046,1HL2,1.8,1.726915028
26047,2GZF,1.75,1.726860011
26048,2J9O,1.5,1.726847453
26049,5H8X,1.3,1.726798998
26050,1P3N,1.55,1.726763317
26051,6D6L,1.63,1.726755613
26052,4JKE,1.65,1.726736736
26053,2F4I,2.25,1.726715118
26054,3AHD,1.9,1.726712722
26055,6CKN,2.49,1.726702783
26056,3HKR,1.8,1.726694274
26057,1GYX,1.35,1.726687954
26058,3U3T,3.21,1.726669952
26059,1VYB,1.8,1.726666313
26060,6PTB,2.15,1.726635241
26061,6FYD,1.76,1.726597203
26062,6RHV,2.29,1.726568447
26063,6KD0,1.8,1.726562232
26064,6UY9,1.6,1.726549011
26065,4M8L,2.37,1.726546526
26066,3HVK,1.3,1.726537482
26067,6RL0,1.78,1.72653592
26068,1XGK,1.4,1.726531603
26069,2ISK,2.1,1.726500238
26070,4Y3Q,1.17,1.726492222
26071,5K2J,1.91,1.726483229
26072,4B34,1.54,1.726479047
26073,2OAS,2.4,1.726450278
26074,3Q1N,1.61,1.726417658
26075,6I73,1.35,1.726357609
26076,6IC9,1.75,1.726332035
26077,4ODG,1.73,1.726311252
26078,5JJY,2.05,1.726298141
26079,5ZUY,2.0,1.726257235
26080,3DUY,1.97,1.726235537
26081,6LUH,1.5,1.726217964
26082,3SNS,1.5,1.726186177
26083,6OWI,1.75,1.726182647
26084,4DLN,1.55,1.726166119
26085,5MWF,2.8,1.726143819
26086,4NUA,1.43,1.726125887
26087,3JTJ,2.18,1.726086622
26088,2IUM,1.6,1.726083138
26089,5T1Q,2.15,1.726072596
26090,4PD8,2.75,1.726058761
26091,4B4P,1.8,1.726036333
26092,6K11,1.94,1.725990729
26093,7K74,2.2,1.725989336
26094,3KN8,1.89,1.725988585
26095,3RKC,1.79,1.725974566
26096,3KDA,1.5,1.725951542
26097,6BH0,1.99,1.725832842
26098,6WZO,1.42,1.725794699
26099,5IR5,1.9,1.725790453
26100,4F9G,2.94,1.725782152
26101,2IFD,1.98,1.725743509
26102,6SAS,1.1,1.725721317
26103,5SYY,1.85,1.725669837
26104,5FQ9,1.5,1.725658266
26105,3OON,1.79,1.72564048
26106,2AH9,2.0,1.725613546
26107,6F8A,1.35,1.725601733
26108,5UBE,2.0,1.725592988
26109,4F73,1.9,1.725573132
26110,5RKZ,1.38,1.725523913
26111,5DBS,2.11,1.725490536
26112,1T44,2.0,1.725452805
26113,1GY0,2.1,1.725402716
26114,3VRQ,2.39,1.725401483
26115,2GAK,2.0,1.725388883
26116,5JPU,1.5,1.725377223
26117,6P6V,2.0,1.72536909
26118,2OPL,1.5,1.725350444
26119,6QWT,2.3,1.725339603
26120,3P4X,2.41,1.725311597
26121,4RZL,2.1,1.725196683
26122,5JH2,1.72,1.725192391
26123,6UVJ,1.38,1.72516627
26124,6JRL,2.2,1.725115227
26125,4NWT,1.75,1.725100863
26126,5FGY,2.1,1.725070631
26127,4GHC,1.55,1.725017619
26128,5TMG,2.2,1.724943512
26129,2Q17,1.95,1.724883886
26130,3CQ2,1.9,1.724858867
26131,5QIR,1.43,1.724841365
26132,1DKP,2.28,1.724783374
26133,6WP0,2.78,1.724778053
26134,4Y1V,2.32,1.724733213
26135,3TVJ,1.28,1.724709301
26136,5JRD,1.2,1.724709246
26137,4JEZ,1.55,1.724704273
26138,2YR1,2.0,1.724694897
26139,5WA3,2.8,1.724678609
26140,6B6M,1.91,1.724671678
26141,6HLX,1.65,1.724624063
26142,6L7T,2.41,1.724597659
26143,4RKY,1.5,1.724584482
26144,3SOV,1.27,1.724524652
26145,1IVU,1.9,1.72452338
26146,3SYS,1.65,1.724519743
26147,2Q86,1.85,1.724474386
26148,3L9X,2.1,1.724467567
26149,1UK7,1.7,1.724453557
26150,6JUU,1.9,1.724420385
26151,6L1D,1.95,1.724393323
26152,5N53,1.48,1.724261939
26153,3HHV,1.83,1.724252436
26154,5YH7,2.03,1.724165134
26155,5BSX,1.78,1.724164516
26156,6PBN,1.65,1.72414978
26157,4D04,1.75,1.724139256
26158,4PDY,1.35,1.724050177
26159,6HOZ,1.77,1.724032349
26160,2X6U,1.9,1.724020915
26161,3VG0,2.27,1.724010362
26162,1Q9K,1.96,1.724000229
26163,2I20,2.09,1.723997573
26164,3HCW,2.2,1.723986763
26165,3C9Q,1.5,1.723985909
26166,3N3W,2.21,1.723958942
26167,2NY1,2.0,1.72393249
26168,3WLJ,1.67,1.723909192
26169,3PTF,2.68,1.723887987
26170,1M6D,1.7,1.723827396
26171,6UBE,1.6,1.723697297
26172,6PFS,1.76,1.723676
26173,6G6K,1.35,1.723660858
26174,5FUE,2.2,1.7236165
26175,6BG6,1.52,1.723614265
26176,5GIK,1.49,1.723591331
26177,1V0H,1.46,1.723492175
26178,2F9V,2.6,1.723412004
26179,2DUA,2.0,1.723372601
26180,2HUC,1.9,1.723361503
26181,2P6X,1.9,1.723358793
26182,6OXB,1.86,1.723355808
26183,6JLE,1.55,1.723350186
26184,4PD5,2.91,1.723286467
26185,6USC,1.59,1.723272115
26186,5XHO,1.73,1.723220552
26187,6RFH,0.97,1.723166789
26188,6I6U,1.57,1.723148421
26189,1BKR,1.1,1.723140465
26190,5L8F,2.25,1.723132343
26191,6S37,2.3,1.723110352
26192,6UHY,1.26,1.723078657
26193,5TIH,2.44,1.723067778
26194,4JP9,1.8,1.723061374
26195,6TYU,1.47,1.722997224
26196,4QTP,1.9,1.722913689
26197,5WAQ,2.5,1.722912839
26198,2CHO,1.85,1.722897711
26199,4C9P,1.8,1.722881494
26200,3ZVY,1.95,1.72283707
26201,5H5T,2.5,1.722827919
26202,2GM3,2.46,1.722821352
26203,3GD7,2.7,1.722796826
26204,6CHO,1.85,1.722789166
26205,6EU4,1.79,1.722776754
26206,5E2K,1.4,1.722769581
26207,4PEY,1.5,1.722763735
26208,4TQA,1.13,1.722746916
26209,2CIU,1.58,1.722705122
26210,5CWH,1.3,1.722670867
26211,3AJ3,1.58,1.722578605
26212,6FH1,1.7,1.722551796
26213,5PAN,1.62,1.722493379
26214,6P12,1.94,1.722483091
26215,1THZ,1.79,1.722472412
26216,2VE7,2.87,1.72247149
26217,4A5L,1.66,1.722444746
26218,4E9M,2.15,1.722426972
26219,3W6E,2.15,1.722420526
26220,4JN4,2.3,1.722404109
26221,4FCZ,2.6,1.722388385
26222,3V3B,1.8,1.722302182
26223,5KDN,1.66,1.722277498
26224,5DW5,1.66,1.722277275
26225,5PHJ,1.15,1.722263861
26226,3T0O,1.59,1.722231857
26227,2ZRV,2.3,1.722231513
26228,2Z6K,3.0,1.722216631
26229,4IT5,2.15,1.722187347
26230,5C5O,1.5,1.722121592
26231,6IZW,2.4,1.722099569
26232,5URC,1.75,1.722099446
26233,5WDS,1.85,1.722046098
26234,3LG3,1.4,1.721974096
26235,2DXB,2.25,1.721912853
26236,2P8T,1.8,1.721898224
26237,4NKY,2.55,1.721890239
26238,1TQI,2.0,1.721871478
26239,5X4X,2.31,1.721853226
26240,2QCW,2.4,1.721848389
26241,4A14,1.6,1.721826753
26242,2IYR,1.98,1.721796062
26243,3NFB,1.85,1.721718647
26244,3PB5,1.9,1.721599782
26245,4TRF,1.63,1.721584383
26246,3U85,2.99,1.721571096
26247,4TY7,2.09,1.721510729
26248,4Y0O,2.37,1.721475903
26249,4JOC,2.21,1.721464908
26250,5OYN,2.7,1.721442616
26251,6OTU,2.25,1.721425209
26252,2G17,2.3,1.72136443
26253,6IKY,1.9,1.721302038
26254,6NU9,1.76,1.721279752
26255,6JFX,1.98,1.721252965
26256,3VZ2,2.5,1.721198548
26257,3QYL,1.79,1.721133833
26258,7CDZ,1.8,1.721123415
26259,5CGG,2.9,1.721091854
26260,2ZP7,2.26,1.721087437
26261,4O19,1.75,1.721017871
26262,3LPW,1.65,1.72100744
26263,2FM2,2.71,1.720974327
26264,3F05,1.4,1.720919839
26265,5ITS,2.3,1.720905865
26266,4UOA,2.5,1.720905424
26267,6C5J,2.28,1.720903556
26268,3VC6,1.64,1.720889628
26269,4CKX,2.6,1.720883478
26270,1T1Z,1.9,1.720846546
26271,2ZMZ,1.37,1.720833547
26272,3RP7,2.04,1.72083108
26273,5PEG,1.69,1.720828411
26274,5B18,1.8,1.720768045
26275,3VXI,1.5,1.720765052
26276,6RGH,1.08,1.720710315
26277,2WA8,2.0,1.720678558
26278,1E9G,1.15,1.720660218
26279,5XDT,1.3,1.720653927
26280,2PRE,2.7,1.720606353
26281,2VK3,1.7,1.720599436
26282,5A0X,1.7,1.720597508
26283,1XO6,2.09,1.720575664
26284,5SYU,1.8,1.720575336
26285,1P0H,1.6,1.720564582
26286,4ZML,1.85,1.720520809
26287,6G8V,1.45,1.720494595
26288,4P9Y,1.89,1.720488064
26289,5L63,2.7,1.720466305
26290,6XXP,1.5,1.720437553
26291,5XWW,1.96,1.720391299
26292,4WY6,2.1,1.720383076
26293,4YT3,1.8,1.720362034
26294,2X39,1.93,1.720241005
26295,5EJZ,2.94,1.720235857
26296,3WNE,1.7,1.72022856
26297,3MXV,1.9,1.720184608
26298,1JXG,1.6,1.720180086
26299,5ZG3,1.65,1.720166133
26300,3A4U,1.84,1.720155387
26301,6QMK,1.72,1.720089156
26302,6A1F,1.5,1.720077351
26303,4ME2,1.6,1.719996563
26304,5OC1,2.3,1.71999648
26305,5FRA,2.0,1.719944751
26306,2ZL7,1.36,1.719932824
26307,4GNQ,1.4,1.719928631
26308,4S3R,2.1,1.719897302
26309,3AJA,2.9,1.719878389
26310,4LWA,2.06,1.719844163
26311,3SXR,2.4,1.719797495
26312,5MLZ,2.0,1.719794537
26313,2F24,1.76,1.719711222
26314,4OUC,1.9,1.719706045
26315,3APB,1.95,1.719633702
26316,6J0P,1.79,1.719595299
26317,6K0I,1.8,1.719580597
26318,6QMC,1.77,1.71954723
26319,5DKJ,2.8,1.719538999
26320,2VXU,2.37,1.719507107
26321,4NMX,1.85,1.719458336
26322,4INA,2.49,1.719428305
26323,3A2Q,1.8,1.719428275
26324,2HXB,2.55,1.719424401
26325,5NUS,2.2,1.719407909
26326,2W3O,1.85,1.719392572
26327,1O08,1.2,1.719366186
26328,3WZZ,2.6,1.719348199
26329,2IHW,2.7,1.719344013
26330,6LD1,1.4,1.719291801
26331,3Q01,2.1,1.719247767
26332,6N8U,1.96,1.719245335
26333,5KO8,2.15,1.719153093
26334,2IMT,1.49,1.719142565
26335,6PRR,1.67,1.719092145
26336,5E8E,1.9,1.719052239
26337,4MGI,2.8,1.718986679
26338,5GIR,1.93,1.718974237
26339,2WXU,1.8,1.718964504
26340,4YIL,1.46,1.718954512
26341,2GF2,2.38,1.718919927
26342,6HHO,3.49,1.718867241
26343,3GG3,2.25,1.718825249
26344,1Z4A,2.3,1.718815399
26345,1H8G,2.3,1.718793302
26346,1WOY,2.0,1.71878603
26347,6NUZ,1.9,1.718766516
26348,1JN1,2.9,1.718733357
26349,2YYI,1.66,1.718719249
26350,5A04,1.7,1.718690374
26351,4L4J,1.92,1.718661108
26352,4M8S,2.0,1.718650078
26353,5DLM,2.2,1.718629363
26354,5WTQ,1.9,1.71860831
26355,3PFX,1.26,1.718605363
26356,2DYK,1.96,1.71860509
26357,6QMV,1.87,1.71858204
26358,5HF6,2.3,1.718560962
26359,1E0C,1.8,1.718550529
26360,4WPE,2.7,1.718550284
26361,5UAO,1.88,1.718534769
26362,3D4K,1.8,1.718488132
26363,5TH4,1.42,1.718465749
26364,6GLN,1.4,1.718459092
26365,4E5Q,1.7,1.718442497
26366,3HVH,1.3,1.718415578
26367,2VB9,1.5,1.718410133
26368,2HXR,2.04,1.718389556
26369,6WHL,2.29,1.718361399
26370,1T6U,1.3,1.718281919
26371,5T3T,2.2,1.718239367
26372,5NRW,1.7,1.718230273
26373,3QVE,2.04,1.718207113
26374,6GB6,1.78,1.718170742
26375,7JNZ,1.29,1.718123309
26376,4NBR,1.35,1.718078262
26377,6PFA,2.79,1.718068664
26378,5KUS,1.7,1.717965691
26379,3WWD,1.65,1.717904906
26380,3KN3,2.41,1.71789058
26381,2JE7,1.65,1.717817908
26382,2EGT,2.0,1.717776855
26383,6JU6,1.5,1.717770686
26384,4WX3,1.7,1.717770342
26385,6BZN,1.8,1.717768954
26386,2NQ6,1.5,1.717753093
26387,4QQ0,1.91,1.717742219
26388,5VUL,2.0,1.717723364
26389,4GF0,1.75,1.717706585
26390,6C0M,1.83,1.717668612
26391,4NV3,1.09,1.717577096
26392,4DO4,1.4,1.71754556
26393,2OJ9,2.0,1.717512631
26394,3AHX,1.9,1.717487083
26395,3GN3,2.5,1.717468222
26396,5FGU,1.9,1.717452125
26397,1WMZ,1.7,1.717428437
26398,4PR8,1.16,1.717420197
26399,4INF,1.48,1.717379638
26400,4OLS,2.27,1.717345626
26401,3HTY,1.95,1.717294499
26402,1C2T,2.1,1.7172924
26403,2PJZ,1.9,1.717276543
26404,3EWG,2.04,1.71723611
26405,3OMX,2.34,1.717229704
26406,5IK7,2.0,1.717201764
26407,6B1E,1.77,1.717167991
26408,1RXG,1.5,1.717141019
26409,5TGO,2.34,1.717140407
26410,6OAE,1.9,1.717106409
26411,6B2S,2.0,1.71708997
26412,6MSN,1.59,1.717077856
26413,6E8F,2.99,1.717050613
26414,5N8D,1.8,1.717018306
26415,2NUW,1.8,1.717003145
26416,4Z4W,1.8,1.716988894
26417,4HTX,1.9,1.716953189
26418,5TDP,1.72,1.716944328
26419,4GKQ,2.99,1.716925224
26420,6SKS,1.75,1.71692255
26421,5MV2,2.1,1.716920593
26422,5GN6,2.5,1.716915596
26423,3GDV,2.49,1.716897308
26424,5LEO,1.56,1.716884052
26425,6IZ9,2.2,1.716864264
26426,1SVV,2.1,1.716804941
26427,4WEP,1.31,1.716774137
26428,3B0O,1.61,1.716741136
26429,5N4C,2.19,1.716705229
26430,3MGA,2.4,1.716671751
26431,3OV0,3.2,1.71659179
26432,4WO8,2.2,1.716578068
26433,5D5K,1.9,1.716560559
26434,5OM9,1.77,1.716534819
26435,2H1V,1.2,1.716511157
26436,2B3H,1.1,1.716465618
26437,3RPH,1.75,1.71646045
26438,6NMJ,2.3,1.716450481
26439,1WE5,2.4,1.716445824
26440,4QPK,1.66,1.716443393
26441,4LMS,1.35,1.716421833
26442,3QKE,1.55,1.716420175
26443,4WHT,2.22,1.71638543
26444,4MAT,2.0,1.716375707
26445,6ATV,1.75,1.716350299
26446,6KRJ,1.72,1.716341768
26447,4LAA,1.58,1.716334532
26448,4RUG,1.73,1.716325708
26449,3VTZ,2.3,1.716294673
26450,2DRM,1.3,1.716219052
26451,4UVZ,1.6,1.716206365
26452,6CQO,2.67,1.716204112
26453,4ZHZ,2.5,1.716195457
26454,3V4S,2.02,1.716144881
26455,3LMZ,1.44,1.716096909
26456,2PUO,1.7,1.716078595
26457,3NIS,1.68,1.716064719
26458,1WVR,2.4,1.716008747
26459,5A5N,1.95,1.716001266
26460,6B15,2.1,1.715979368
26461,1S4I,1.8,1.715968144
26462,3OVN,1.95,1.715897197
26463,4A6H,1.8,1.715856322
26464,6WJC,2.55,1.715802553
26465,1I9D,1.65,1.715756472
26466,1T6B,2.5,1.715718537
26467,2VAS,2.4,1.715700354
26468,4CEX,1.59,1.715666146
26469,5DCN,2.0,1.715611764
26470,3E0I,1.7,1.715560036
26471,5AL4,1.9,1.715550868
26472,3LHY,1.3,1.715509436
26473,6PC9,2.3,1.715446368
26474,2RGA,1.8,1.715426168
26475,3ZBH,1.94,1.715344866
26476,5AYX,2.8,1.715338049
26477,4LLS,1.5,1.715297838
26478,4DMC,1.66,1.715171831
26479,3O5B,1.97,1.715151516
26480,1K6E,1.85,1.715105841
26481,2Z1A,1.75,1.715068796
26482,4FYQ,1.9,1.715005673
26483,3UWL,2.07,1.714933846
26484,3HJ3,2.7,1.71488286
26485,3FUC,1.45,1.7148533
26486,6HSM,2.0,1.71485205
26487,5Y96,1.8,1.714846717
26488,2VQ1,2.21,1.71482902
26489,4ZK2,2.75,1.714819284
26490,3V61,2.8,1.71481108
26491,2A2D,2.2,1.714684417
26492,2VX6,1.57,1.714649838
26493,6JZV,2.0,1.714643625
26494,2G0J,2.8,1.714641132
26495,3OT5,2.2,1.714626022
26496,3SY6,1.9,1.714598943
26497,4AS3,2.4,1.714543222
26498,6A9N,2.1,1.714537225
26499,4E4C,1.8,1.714512398
26500,1K6X,1.5,1.714509468
26501,4M0R,1.96,1.71438327
26502,3PGZ,2.1,1.714378502
26503,5ZYB,2.13,1.714319589
26504,4LAS,2.33,1.714301165
26505,6U33,1.75,1.714264399
26506,1Z8N,2.79,1.714250779
26507,4BBG,2.75,1.714245159
26508,3ZJO,1.8,1.714238681
26509,6JYV,1.65,1.714238006
26510,3OTL,1.9,1.714227105
26511,3D0F,1.6,1.714219888
26512,3UUW,1.63,1.714183613
26513,5I2S,3.0,1.714137641
26514,6NSL,2.15,1.71413444
26515,2J20,1.8,1.714089462
26516,3IWQ,1.84,1.714085647
26517,4BUA,1.85,1.714083165
26518,4H4F,1.9,1.714061118
26519,3MHM,1.5,1.714059358
26520,5E8Q,1.8,1.714022871
26521,4N1C,1.7,1.714021931
26522,6V6G,1.5,1.714001316
26523,6FS6,2.29,1.713985938
26524,4ZV2,1.43,1.713961317
26525,4IHD,1.65,1.713925907
26526,3FQ3,1.9,1.713881957
26527,1GWE,0.88,1.713814847
26528,5BXJ,1.24,1.713813516
26529,3QAT,1.6,1.713799381
26530,6VLQ,1.8,1.713796518
26531,1WMG,2.1,1.713793331
26532,2PD1,1.86,1.713742877
26533,5T7S,1.9,1.713738399
26534,2ZKM,1.62,1.713726857
26535,4DDP,1.55,1.713692452
26536,3AY6,2.1,1.713676316
26537,2E6U,1.8,1.713655142
26538,1RL9,1.45,1.713621635
26539,6PHA,2.23,1.713592008
26540,4ZK0,2.15,1.713550905
26541,3MB8,1.9,1.713523734
26542,3R33,2.09,1.713512856
26543,4EIK,1.6,1.713502308
26544,1B5Q,1.9,1.713432371
26545,2YL8,1.75,1.713363758
26546,2FF1,2.0,1.713360051
26547,5H7B,3.07,1.713340118
26548,6DSP,1.37,1.713326514
26549,6OS3,1.7,1.713325525
26550,3D64,2.3,1.713275358
26551,1XVS,2.01,1.713205457
26552,6LU2,1.75,1.713198366
26553,3LA1,1.29,1.713195109
26554,3VO0,1.9,1.713132327
26555,02-Dec,1.7,1.713082393
26556,2YG4,2.3,1.713054331
26557,5JDQ,2.48,1.712957507
26558,3TN8,2.95,1.712913489
26559,6OL5,2.9,1.712913181
26560,6ALN,1.8,1.712912957
26561,6H0X,1.64,1.712903679
26562,3BU1,1.4,1.712902333
26563,3LRF,1.6,1.712889624
26564,2D5Z,1.45,1.712872137
26565,4J43,2.2,1.712836369
26566,1R37,2.3,1.712830191
26567,4RDV,2.08,1.712823123
26568,1LKB,1.7,1.712820219
26569,2YAW,2.5,1.712813147
26570,6VCM,2.35,1.712811934
26571,3FJ2,1.85,1.712767402
26572,2PSF,1.4,1.712757318
26573,4A6X,1.55,1.712665989
26574,6Y2I,1.53,1.712614222
26575,4Z1B,2.36,1.712579374
26576,2BJ4,2.0,1.712547275
26577,6GLO,1.7,1.712543906
26578,1Y80,1.6,1.71252836
26579,2AUC,2.6,1.712486011
26580,2ZVV,2.0,1.71247759
26581,3EGO,1.9,1.712451695
26582,6TXO,2.4,1.71242393
26583,5FVN,1.45,1.712387708
26584,4EAG,2.7,1.712375514
26585,1RXF,1.5,1.712370825
26586,3F0R,2.51,1.712352152
26587,5YJW,1.85,1.71231791
26588,6Q62,1.5,1.712306055
26589,1OJX,1.9,1.712279223
26590,5UXD,1.7,1.712261154
26591,6FT8,1.45,1.712218364
26592,5U5G,2.05,1.712174155
26593,4RJK,2.5,1.712172277
26594,1W42,1.8,1.712161363
26595,4XD8,1.55,1.712114564
26596,5DDL,1.98,1.712013966
26597,4FS4,1.74,1.712003139
26598,6YI4,1.7,1.711997196
26599,4IBT,1.7,1.711954938
26600,2OTB,1.79,1.711930539
26601,6I0S,1.9,1.711882295
26602,3N0X,1.5,1.711881444
26603,3SCU,1.58,1.711871472
26604,3TCS,1.87,1.71184174
26605,4LV0,1.65,1.711838599
26606,3WDV,1.94,1.711801905
26607,5C8T,3.18,1.711790277
26608,2VVE,1.77,1.711755
26609,2IPK,2.3,1.711740187
26610,5NS8,1.55,1.71172941
26611,2J18,1.75,1.711710159
26612,4QS7,2.0,1.71169149
26613,2B8Y,1.8,1.711677642
26614,2GZI,1.69,1.711647323
26615,2BMW,1.5,1.711643482
26616,3OUT,1.65,1.711633247
26617,6V9K,1.9,1.711625847
26618,5WYI,1.95,1.711620434
26619,2V8D,2.3,1.711544686
26620,5DKX,1.4,1.711418784
26621,3CYL,1.87,1.711407972
26622,5KF9,1.49,1.711399987
26623,4A31,2.09,1.71136978
26624,3NIT,2.6,1.711362076
26625,5H1V,2.0,1.711269545
26626,4H5D,2.02,1.711228175
26627,3SI2,1.8,1.711159914
26628,3SCP,2.1,1.711154939
26629,5UFK,2.3,1.711151469
26630,6DI3,2.0,1.711105054
26631,5NWD,1.45,1.711083062
26632,2XQO,1.4,1.711003615
26633,4C88,2.65,1.710993216
26634,3W78,2.62,1.710925953
26635,1SZA,2.2,1.710912788
26636,5E2G,1.65,1.710912761
26637,1T6K,1.8,1.710883316
26638,2X7K,1.15,1.710874049
26639,5EYI,2.16,1.710817199
26640,4M92,1.54,1.710772085
26641,4MEA,1.95,1.710707373
26642,4RRN,1.8,1.710654594
26643,5P23,1.71,1.710640769
26644,2FQY,1.9,1.710586023
26645,4CUA,1.54,1.710565823
26646,1NXO,1.85,1.710554529
26647,2IAA,1.95,1.710551037
26648,4OOE,1.83,1.710546882
26649,6FG8,1.25,1.710524285
26650,6HQD,1.8,1.710518917
26651,5DIR,2.8,1.710516355
26652,6MUQ,1.67,1.710473134
26653,6B04,1.83,1.710414398
26654,4GJZ,1.05,1.710377501
26655,4Y3F,1.4,1.710345505
26656,3RVV,1.9,1.710328958
26657,3CL5,1.8,1.710312196
26658,5ZC1,2.3,1.710286361
26659,2JCC,2.5,1.710251815
26660,1NNL,1.53,1.710248801
26661,4OMV,2.75,1.710206553
26662,5Y5Q,1.56,1.710191707
26663,3HY3,1.7,1.710176689
26664,6EKM,2.76,1.71016849
26665,3C8D,1.8,1.710138348
26666,2IYW,1.85,1.710019416
26667,4ETV,1.65,1.710019252
26668,4DTE,1.96,1.709919527
26669,5O4P,1.86,1.70986668
26670,6IWE,1.94,1.709845679
26671,6SMP,2.9,1.709805686
26672,2IFA,2.3,1.709751169
26673,2DTD,2.1,1.709729549
26674,3RRF,2.1,1.70972741
26675,3KYO,1.7,1.709685889
26676,3A9G,2.39,1.709608075
26677,6N20,1.95,1.709542532
26678,6T9Q,1.15,1.70948724
26679,5OZS,1.72,1.709472697
26680,4MVC,3.0,1.709458871
26681,5AC3,1.8,1.709425002
26682,3DBX,2.0,1.709405605
26683,5I15,2.6,1.709392827
26684,6MJK,1.45,1.709391729
26685,6SSF,1.48,1.709300045
26686,4ZVD,1.9,1.709203033
26687,6RTU,1.9,1.709183156
26688,4DHT,1.8,1.709149825
26689,1YJ5,2.8,1.709127006
26690,3QVZ,2.64,1.709115803
26691,5Z7H,2.5,1.709076323
26692,2CCD,2.1,1.709060996
26693,5ZM4,1.95,1.708987222
26694,6ONC,1.5,1.708927572
26695,3CP1,2.01,1.708901077
26696,4WZ5,1.6,1.708894156
26697,4DQL,2.15,1.708862383
26698,4R4J,1.51,1.708847502
26699,3ATZ,2.04,1.708829367
26700,3ITG,2.15,1.70880453
26701,3MN1,1.8,1.708725521
26702,5A0O,2.73,1.708703143
26703,4CGM,1.7,1.708658652
26704,4G68,1.8,1.708573792
26705,6XXT,1.05,1.708538082
26706,3UC4,2.28,1.708525005
26707,6FPJ,1.96,1.708521031
26708,6FS8,1.8,1.70848261
26709,3POU,2.8,1.708468404
26710,3OSU,1.9,1.708416378
26711,6X5J,2.51,1.708412259
26712,2BE3,2.3,1.708324171
26713,5PNW,1.4,1.708280892
26714,1N08,1.6,1.708270799
26715,3X28,1.65,1.708260466
26716,6T5J,1.6,1.708258271
26717,4AIW,1.5,1.70807241
26718,6YZ2,2.2,1.70804514
26719,1KWZ,1.9,1.708036715
26720,5TY0,2.22,1.708029314
26721,6JSD,2.04,1.708028811
26722,3TII,2.5,1.708019249
26723,4EK3,1.34,1.707991673
26724,5E9B,1.88,1.707981441
26725,4F7F,1.66,1.707920994
26726,1YC1,1.7,1.707920975
26727,1T7F,1.6,1.707853584
26728,1PQ0,2.2,1.707809257
26729,1A7D,1.74,1.707751479
26730,4Y31,1.32,1.707740716
26731,1GOI,1.45,1.707685061
26732,2J9T,2.7,1.707670856
26733,6P96,1.6,1.707655468
26734,1D2S,1.55,1.707624553
26735,1DBI,1.75,1.707589982
26736,5L5Q,2.8,1.707583832
26737,2F2U,2.4,1.707495568
26738,2YM9,3.0,1.7074695
26739,4JCW,1.75,1.707412838
26740,6QKD,1.9,1.707412475
26741,3Q1O,2.4,1.707366138
26742,3POW,1.55,1.707313326
26743,3IFZ,2.7,1.707279648
26744,3IET,2.39,1.707272371
26745,4LZX,1.5,1.707236047
26746,4W9O,1.27,1.707182099
26747,4PPM,2.3,1.707157367
26748,5LQF,2.06,1.707117493
26749,3Q07,1.5,1.707107461
26750,6E6W,2.35,1.707019357
26751,6O4H,2.05,1.707006116
26752,5HLZ,2.85,1.706938303
26753,3NGF,1.8,1.706929085
26754,5LIA,1.92,1.706921858
26755,7CI1,2.3,1.706910471
26756,1MWK,2.3,1.706907612
26757,6EAC,2.27,1.706899545
26758,3GDN,1.67,1.706862482
26759,5G6E,2.11,1.706780373
26760,4KKN,2.25,1.706746073
26761,3FXG,1.9,1.706677446
26762,5WXV,2.3,1.706673257
26763,4XY8,1.7,1.706649531
26764,6HSB,1.95,1.706643129
26765,5V6J,1.18,1.70661901
26766,4ZG9,2.92,1.706614146
26767,6.00E+75,1.5,1.706599706
26768,2OE3,1.8,1.70653274
26769,5XPW,2.0,1.706529866
26770,3FER,2.4,1.706517154
26771,4ZJX,1.94,1.70645976
